Chinese,English
趴下,Kneel
白人,White
本书,Book
中尉,Lieutenant
不肯,Refuse
街上,Street
託,Hold
揍,beat
度,Spend
給我,Give me
伙,Partner
打架,fight
这太,This is too
ﻭ,Ing
女王,Queen
錯,wrong
救救,Rescue
三天,Three days
尽,Exhaust
午餐,Lunch
则,but
看法,view
喝醉,Drunk
一支,One
权力,that power
也好,Also
留言,message
床,bed
脸上,Face
摧毁,destroy
全是,all
故意,deliberately
山,Mountain
罗,Row
打败,defeat
哪裡,where
背后,behind
人来,People
远离,keep away
狼,Wolf
毕竟,after all
警探,Police exploration
洗澡,bath
黑色,black
痷,Bamboo
便宜,Cheap
大多数,most
伪,Puppet
行李,luggage
别碰,Don't touch
毫无,No
线,String
一人,one person
蓝色,blue
浪漫,romantic
亲,Dear
起床,get up
很少,rare
大脑,brain
师父,Master
殿下,Hose
指控,Accusation
道理,reason
擦,wipe
尖叫,Scream
爵士,Jazz
冠军,champion
场,field
按照,according to
重点,Focus
教育,educate
知不知道,do you know
一堆,pile
前往,Go
对待,treat
空,null
进展,progress
醒,Awake
有所,Make
ﻦ,ن
大叔,Uncle
仔细,carefulness
半,Half
票,ticket
娜,Na
祝你好运,good luck
护士,nurse
一颗,One
既,now that
罗斯,Rose
摸,touch
战士,warrior
太空,Space
申请,Apply
太久,Too long
勇气,courage
万岁,Long live
组,Group
重,Heavy
委员会,Committee
强,powerful
付钱,Pay
面包,bread
不仅,not only
ﻘ,Bamboo
关注,pay attention to
不久,soon
看不见,Not see
万一,just in case
熟悉,Familiar with
正如,As
笑话,joke
法,Law
咯,Be
经典,classic
一间,one
凭,Depend
抛弃,abandon
时光,Time
实验室,laboratory
掌握,master
英语,English
在意,care
管理,manage
干活,Work
洞,Hole
范围,Scope
李,plum
低,Low
集中,concentrated
遇见,meet
懂吗,Understand
做点,Do some
右,right
说出,Say
艾伦,Allen
报道,Report
最高,Highest
之外,Outside
哪兒,where
表情,expression
警局,Policeman
用力,Force
ﻥ,ن
谎言,lie
回忆,recall
传统,Tradition
放到,Put in
都行,All
海洋,Ocean
椅子,Chair
欣赏,Appreciate
五分钟,five minutes
舞会,prom
搜查,search
快要,Be about
小女孩,little girl
退出,quit
看吧,Look
事业,cause
头上,Head
机器人,robot
绝不,no way
专业,Professional
作用,effect
完毕,complete
王,King
增加,Increase
不太好,not too good
隐藏,hide
诅咒,curse
随,Follow
一面,one side
思想,Thought
项目,project
杂志,Magazine
再見,goodbye
达到,achieve
关掉,Turn off
罢了,Stop
不吃,Do not eat
部门,Department
联邦,federal
坏人,Bad guy
职业,Profession
剑,sword
观察,observe
格,grid
毕业,Graduate
扂,Bamboo
阳光,Sunlight
白色,White
岛,island
吐,threw up
想见,Want to see
有效,efficient
做过,Have done
实验,experiment
親愛的,Honey
心中,In the heart
忍受,Bear
对此,Here
圣诞节,Christmas
罗伯特,Robert
试着,Try
作家,writer
罪,crime
出口,exit
感兴趣,interested
区域,area
主演,Starring
愤怒,anger
抽烟,smokes
凯特,Kate
著名,Famous
渴望,eager
乱,chaos
内心,heart
小组,group
挖,dig
将来,future
信心,confidence
を,Sideline
事故,accident
玩具,Toy
对手,opponent
带你去,Take you
抢劫,robbery
华盛顿,Washington
现金,cash
摆脱,get rid of
海,Ocean
变态,abnormal
在场,Present
锁,Lock
这座,This
细节,detail
抱怨,complain
部,Department
陌生人,stranger
秨,Bamboo
为此,to this end
毛,hair
独自,alone
红,Red
档案,file
一套,set
优秀,excellent
喊,call
美妙,wonderful
血液,blood
数据,data
内容,content
大师,Grandmaster
这张,This
随着,along with
混乱,confusion
聊天,to chat with
乖乖,Okay
走路,walk
马丁,Martin
需,need
早点,Breakfast
伙伴,partner
し,し
有空,available
指挥,command
态度,manner
左,Left
几次,several times
牛,Cattle
审判,Trial
媒体,media
这有,Here is
保安,security guard
教会,church
即,which is
記得,Remember
并非,Not
工厂,factory
收集,collect
背,back
每年,Per year
赶,Rush
射击,shooting
ぱ,Bamboo
ﻞ,ل
一根,One
过得,Have
损失,loss
帮帮我,Help
王八蛋,Son of a bitch
法官大人,Your Honor
埋,Bury
杀掉,Kill
这条,This
鞋子,shoe
事物,thing
死者,deceased
不止,more than
拖,drag
能否,Can you
奴隶,slave
兒子,son
我現,I am now
被捕,Capture
瞷,Bamboo
分析,analyze
微笑,Smile
翴,Bamboo
俄罗斯,Russia
情人,lover
か,Bamboo
胡说,nonsense
市场,market
降落,landing
投降,surrender
定,Certainly
交往,Exchange
骑,ride
幻想,fantasy
首歌,Song
盒子,Box
开火,Fire
那条,That one
算了吧,forget it
出事,Accident
悲伤,sad
进攻,attack
超,overtake
威廉,William
谈过,Talk
经济,economy
聊聊,Chat
宁愿,would rather
鸡,Chick
局,Bureau
两人,Two people
那晚,That night
葬礼,funeral
嫉妒,envy
芝加哥,Chicago
想干什么,What else wants to do
乖,good
绝不会,Never
英尺,foot
演,play
蟿,Bamboo
男子,man
误会,Misunderstand
这话,This
ﺭ,Odd
清醒,wide awake
外套,coat
打个,Play
不信,Do not believe
出色,outstanding
当心,Beware of
失陪,Lose
稍微,a little
走进,Go into
進來,Come in
毁灭,destroy
回头,Back
五个,Five
工人,Worker
举行,Hold
度过,Spend
类似,similar
懂得,know
科学家,the scientist
支付,Pay
牛奶,milk
正要,Just
反,opposite
说好,agreed
ら,Bamboo
长得,Grow up
搭档,partner
露西,Lucy
坚强,strong
鞋,shoe
语言,language
感染,Infect
歲,age
规定,Regulation
农场,farm
钻石,Diamond
六,six
ﻓ,Bamboo
常常,Frequent
蛋,Egg
生日快乐,happy Birthday
直升机,Helicopter
广告,advertise
其實,actually
州,State
表达,Express
砍,cut
那裡,There
镇,town
說過,Say
總,total
沙漠,desert
ﺒ,ب
完蛋,Finish
引擎,engine
口袋,pocket
愿望,desire
道路,the way
带我去,take me to
海滩,beach
文化,culture
总部,Headquarters
脑子,Brain
城里,In the city
慰,comfort
风,wind
黄金,gold
暗,dark
说法,statement
ﺳ,Bamboo
奥,Oh
み,Bamboo
耐心,patience
去死吧,go to hell
课,class
放过,Put out
解雇,Dismiss
期间,period
ﻛ,Bamboo
伤口,Wound
脱,Take off
投资,invest
此事,This matter
树,Tree
描述,describe
ﺬ,Bamboo
退休,retire
长时间,Long time
地下,underground
克斯,Kars
稍,a little
く,Bamboo
情況,condition
代价,cost
欺骗,deceive
队伍,Team
咦,what
到时候,By the time
指望,Expect
烂,rotten
视频,video
也許,Maybe
不来,Not coming
踩,Step on
爹,father
一座,One
选手,Playner
挑,pick
国际,internationality
留给,Leave
希特勒,Hitler
间谍,spy
真想,Really want
程度,degree
用于,Useful
尊敬,Respect
保重,Take care of yourself
一声,A
革命,revolution
搜索,search
羅,Row
教训,lesson
支援,support
莫,Do
盖,cover
珍妮,Jenny
心理,psychology
真不错,really not bad
返回,return
设备,equipment
制服,uniform
同一个,the same one
っ,Bamboo
左边,left
西班牙,Spain
拿出,Take out
贱人,Monk
糖,sugar
承受,bear
少校,College
決定,Decide
擅长,Good at
復,complex
千万,Millions
裙子,skirt
非洲,Africa
基本,Basic
煮,Cook
我來,I come
女友,Girlfriend
见见,See
と,Ply
说完,Finish
传说,legend
冒,Take
也就是说,Means of
哈哈,Ha ha
斯特,Stir
一路,All the way
迷人,charming
很酷,Very cool
だ,Bamboo
亚,Subaffow
非法,illegal
ä,ä
屋子,room
女兒,daughter
搞错,Make a mistake
作战,Fight
他媽,His mother
情绪,mood
那会,That will
然,Course
工具,tool
手臂,arm
結束,Finish
皮肤,skin
真心,sincere
害死,Die
起诉,Sue
做个,Do one
骂,scold
五年,Five years
建筑,architecture
多次,repeatedly
全国,National
流血,bleed
混,mix
指挥官,commander
合法,legitimate
驾驶,drive
没想,Not think
史蒂夫,Steve
麦,wheat
接电话,Answer a call
我见,I see
检察官,Prosecutor
转移,Transfer
不管怎样,one way or another
相处,get along
一切都是,Everything
原本,original
共同,common
ﻚ,Bamboo
不要紧,Don't be tight
威士忌,whisky
烟,cigarette
妈咪,Mummy
ﻜ,Bamboo
點,point
网络,The internet
儿童,child
之内,within
修,build
蛇,snake
后期,Later period
太晚,Too late
年龄,age
楼下,downstairs
员工,staff
科,division
尼,Ni
避免,avoid
肯,Willken
吵架,quarrel
效果,Effect
歌手,singer
一刻,Moment
活下去,Go on
砸,Smash
美味,tasty
滚出去,Go out
神圣,sacred
运行,run
双手,Handsome
交,pay
有着,have
那邊,there
還好,It's not bad
刚好,just
撤退,retreat
托尼,Tony
赚钱,make money
聽著,listen
地面,ground
男生,Boy
七,seven
處,Place
最佳,optimal
出门,Go out
想来,Think
尴尬,embarrassment
当成,Be used as
手中,In hand
等一等,Waiting first
假设,Assume
鲍勃,Bob
莎,Shassa
男友,Boyfriend
艰难,difficult
公开,public
我怕,I am afraid
布朗,Brown
大事,event
全球,worldwide
这么久,so long
蔚,Savage
那次,That time
装置,Device
签名,sign
外星人,Alien
商店,shop
沒什麼,nothing
部落,tribe
反抗,Rebellion
第二次,the second time
克莱尔,Clare
琵,lute
联盟,alliance
р,р
硬,hard
蠢,stupid
乐趣,pleasure
稳定,stability
姐妹,sisters
恋爱,in love
屎,shit
经理,manager
掩护,cover
取得,Obtain
女子,woman
玻璃,grass
眼前,In front of you
身,body
惊人,amazing
师傅,master
ﺴ,Bamboo
機會,Chance
猴子,monkey
害,Harmful
陷入,Fall into
高興,Happy
良好,good
打击,Strike
药物,drug
内部,internal
指示,instruct
亚当,Adam
打扮,dress up
大街,Street
過去,past
よ,Bamboo
杯,Cup
尔,you
礼貌,polite
第三,third
德国人,German
は,は
诶,Eh
保险,insurance
走出,Go out
地下室,basement
各,each
小镇,Small town
佬,guy
最新,up to date
伊,Iraqi
加州,California
大麻,marijuana
手段,means
更糟,Worse
泰勒,Taylor
苏联,Soviet Union
你们好,Hello you
警察局,Police station
偷走,Steal
风险,risk
取,Pick
星星,Star
主席,Chairman
酷,cool
一趟,A trip
趁,take advantage of
妮,Ni
没人会,No one will
关门,close the door
话题,topic
改,change
片名,Title
型,type
下班,get off work
区别,the difference
议员,Parliamentary
丢下,Drop
整理,tidy
时期,period
老人,elder
楼,building
眼神,God
电梯,elevator
小说,novel
签,sign
新娘,bride
仪式,ceremony
魅力,charm
领导,lead
处于,In
公里,kilometer
大楼,Building
爱人,spouse
形成,form
右边,right
称为,Be called
礼拜,worship
为止,until
圣,Holy
称,say
发明,invention
辦法,Method
老妈,Mom
ﺣ,Bamboo
儿,Son
几分钟,A few minutes
小家伙,brat
独立,independent
確定,Sure
确信,Confident
指纹,fingerprint
坐牢,Jail
打来,Call
兔子,rabbit
至于,Until
地板,floor
额,Forehead
卡特,Carter
期望,expect
好孩子,Good child
海军,navy
对象,Object
凯文,Kevin
追求,Pursue
东京,Tokyo
镜头,Lens
平常,usually
交换,exchange
一整天,All day
肮脏,dirty
监控,monitor
で,Be
这辈子,this life
甩,Lack
救护车,ambulance
一口,A bit
采访,Interview
角度,angle
部长,minister
做梦,dream
咱,we
商量,discuss
快速,fast
回家吧,go home
财产,property
很长,very long
森,Sen
只好,Only
饼干,biscuits
無法,Unable
舞台,stage
名叫,Call
几点,What time is it
房,House
舞,dance
有罪,guilty
浪费时间,waste time
丹,Dan
灯,light
瑞克,Rick
同一,same
保佑,bless
对抗,confrontation
性命,life
强奸,rape
试试看,Try
饮料,Drink
癬,Porduic
成熟,Mature
人质,hostage
浴室,bathroom
陷阱,trap
荣誉,honor
当中,among
一本,One
敬,Respectfully
笨,fool
具有,have
射,shoot
类型,type
顿,pause
在于,Be
本人,Myself
空中,Air
咋,Why
小偷,Thief
牌,Card
隻,only
归,Return
白天,daytime
下雨,rain
姓,surname
正义,justice
可笑,ridiculous
式,Mode
還,Also
当地,local
今日,today
艺术家,artist
情,Affection
托,Hold
货,goods
中央,central
观点,View
贾,Jia
ま,Yet
侦探,detective
卧室,bedroom
袋子,bag
风格,style
修好,Repair
资格,qualifications
宗教,religion
今早,This morning
老朋友,Old friend
某,certain
之下,under
起飞,take off
判断,judge
荒谬,absurd
尼斯,Nice
俄国,Russia
圣经,Bible
保留,Reserve
汤米,Tommy
е,е
祝福,bless
毛病,Malle
知,Know
受够了,Fed up
就行,In one way
大不了,Deductible
绳子,rope
借口,Excuse
维持,maintain
寂寞,lonely
女巫,Witch
泡,Bubble
超人,Superman
后果,as a result of
我试,I tried
总会,General meeting
绑,tie
饭,meal
罗杰,Roger
槍,gun
开口,Opening
慢点,Slower
说些,Say
軍,military
帝国,empire
竞选,Campaign
表明,show
市长,mayor
提起,Mention
门口,Entrance
屋里,In the house
将要,will
美國,America
一项,One
古老,ancient
ﾇ,Bamboo
功夫,effort
温柔,gentle
想不到,Can't think of
战场,battlefield
回报,Reward
结局,ending
抓到,Caouse
支票,Cheque
座位,seat
不仅仅,Not only
投,cast
情感,emotion
有种,Some
雖然,Although
卫星,satellite
提前,in advance
下降,decline
建造,put up
大海,Sea
柏林,Berlin
搞笑,funny
协助,assist
吃掉,Eating
中士,Sergeant
れ,Bamboo
短,short
下周,next week
我本,Myself
一架,A
哪来,Whereast
修女,nun
这部,This
夫妇,Couple
吸,Suck
证实,Confirm
致命,fatal
新鲜,Fresh
疾病,disease
温暖,warmth
苹果,Apple
连接,connect
当初,Original
月亮,moon
保密,Confidentiality
平静,calm
可能性,possibility
骑士,knight
基本上,basically
整晚,All night
演奏,Play
四处,around
歡迎,welcome
一瓶,A bottle
玩意儿,thing
出卖,sell
针对,against
成长,growing up
蠢货,idiot
老头,Old man
本身,itself
每個,Each
不愿,Do not want
就是说,that is
理想,ideal
适应,Adapt
噩梦,Nightmare
棒极了,Excellent
瞎,blind
牙齿,teeth
宋体,Song
烤,bake
自豪,pride
天天,day by day
繫,Tie
第二天,the next day
提议,proposal
念,read
重大,major
托马斯,Thomas
走运,Walk through
三明治,sandwich
進去,Go in
消灭,wipe out
卡拉,Karawa
忠诚,loyalty
应付,Handle
屋顶,roof
试,try
當時,then
基,base
敲,knock
第二个,the second
钱包,wallet
这样的话,In this case
查尔斯,Charles
文章,article
理查德,Richard
养,keep
飞船,spaceship
尼尔,Neil
迷路,get lost
这片,this piece
注意力,attention
那種,That kind
上课,Attend class
有什麼,have what
圣诞,Christmas
不安,disturbed
偶尔,Occasionally
关上,close
相反,on the contrary
塞,Plug
自信,confidence
臭小子,Stinky boy
丁,Ding
这下,Here
挡,block
乘客,passenger
请原谅,please forgive
费,fee
炒,saute
大臣,Minister
植物,plant
這次,this time
飞行员,pilot
我敢,I dare
皇后,Queen
春天,spring
香槟,Champagne
撒,spread
录像,Video
智慧,wisdom
克拉克,Clark
祝贺,congratulate
夢,dream
诚实,honest
强烈,strong
皮,Skin
坦白,frank
杰西,Jessic
歌曲,song
深,deep
小鬼,Ghost
看好,Optimistic
成為,become
ㄛ,Bamboo
我俩,We both
全身,whole body
解开,Unlock
崩溃,collapse
爱丽丝,Alice
向前,forward
有权,Right
午饭,lunch
毁掉,Destroy
出租车,taxi
丹尼尔,Daniel
善良,good
莉,Lie
冬天,winter
散步,walk
欧,Europe
屁,fart
网站,website
う,Man
标准,standard
报,Report
这句,This sentence
闻到,smell
别闹,Don't make trouble
敏感,sensitive
脱掉,Take off
ㄇ,Bamboo
辞职,Resign
投入,Put in
交谈,chat
安慰,comfort
欺负,Bully
绿色,green
坏事,bad thing
還在,Still
そ,Bamboo
還要,Still
飯,meal
走走,Walk away
走廊,corridor
小小的,Small
沙发,sofa
龙,Dragon
拥抱,Embrace
慢,slow
結婚,marry
同情,pity
楼梯,stair
争取,Strive
机构,mechanism
提高,improve
奇,strange
中情局,Central Bureau
产品,product
完整,whole
周,week
当作,Be regarded as
男性,male
杂种,Hybrid
淘汰,disuse
拍照,Photograph
花园,garden
热情,enthusiasm
雇,hire
ﻢ,م
企业,enterprise
ǐ,ǐ
斕,Variegated
壞,Bad
打断,interrupt
谢谢你们,thank you all
跟上,Keep up
事要,Matter
菲尔,Phil
玫瑰,Rose
寄,send
从前,Previously
叛徒,traitor
ノ,Bamboo
隐瞒,hide
舞蹈,dance
段,part
磅,lb
明早,Morning
皮特,Pitt
布莱恩,Brian
雪,Snow
一顿,Ate
很久以前,"long, long ago"
晓得,know
烦,bother
倆,both
以上,above
杰瑞,Jerry
が,Bamboo
尝尝,Try
自私,Selfish
天赋,talent
批准,approve
炸,fry
局长,Director
八,Eight
校长,headmaster
莫斯科,Moscow
姆,Mi
感謝,grateful
嘲笑,laugh at
波,Wave
囚犯,prisoner
被告,defendant
配合,Cooperate
认得,Recognize
开除,Removal
打仗,fight
少女,Girl
翻,turn
三次,three times
阿门,Amen
ﻬ,Bamboo
岛上,Island
仅,only
倒霉,Unlucky
发表,Publish
眼镜,glasses
き,Bamboo
甚么,what
封信,Envelope
ﺤ,Bamboo
坦克,tank
激情,Passion
餐馆,Restaurant
骗人,Deceive
复仇,revenge
洗手间,Toilet
海伦,Helen
神经,nerve
如同,as
统治,rule
第一天,first day
影片,Film
职责,Responsibility
商业,Business
何不,Why not
衬衫,shirt
午夜,midnight
一眼,Glance
迪,Di
胳膊,arm
癌症,cancer
学到,Learned
考试,take an exam
保存,save
邮件,mail
它們,they
老子,Laozi
遵守,obey
ó,ó
切,cut
文明,civilization
那兒,there
军人,soldier
