,Chinese,English,Pinyin
1020,美,nice,měi
1021,教授,professor,jiàoshòu
1022,享受,enjoy,xiǎngshòu
1023,時間,time,shíjiān
1024,喝酒,drink wine,hējiǔ
1025,好多,many,hǎoduō
1026,接下来,Next,jiēxiàlái
1027,開始,Start,kāishǐ
1028,腿,leg,tuǐ
1029,走开,Walk away,zǒukāi
1030,合作,cooperate,hézuò
1031,女朋友,girlfriend,nǚpéngyou
1032,好吃,good to eat,hàochī
1033,事件,event,shìjiàn
1034,出发,Set off,chūfā
1035,酒吧,bar,jiǔbā
1036,多么,how,duōme
1037,不如,Not as good as,bùrú
1038,指,refer to,zhǐ
1039,客人,guest,kèrén
1040,换,Change,huàn
1041,梦想,dream,mèngxiǎng
1042,英雄,hero,yīngxióng
1043,傻,Silly,shǎ
1044,血,Blood,xuè
1045,扔,Throw,rēng
1046,藏,Tibetan,zàng
1047,杀人,kill,shārén
1048,一会儿,For a while,yīhuìr
1049,沒事,fine,méishì
1050,变,Change,biàn
1051,约,make an appointment,yuē
1052,行为,behavior,xíngwéi
1053,头发,hair,tóufa
1054,适合,Suitable for,shìhé
1055,穦,Bamboo,穦
1056,恭喜,Congratulations,gōngxǐ
1057,上次,Last time,shàngcì
1058,地狱,hell,dìyù
1059,不在乎,not give a damn about,bùzàihu
1060,生,pregnancy,shēng
1061,哪个,Which one,nǎge
1062,实在,really,shízài
1063,路上,On the road,lùshang
1064,接近,near,jiējìn
1065,不准,Not allow,bùzhǔn
1066,银行,Bank,yínháng
1067,碰,bump,pèng
1068,介绍,introduce,jièshào
1069,一旦,once,yīdàn
1070,味道,smell,wèidao
1071,实际上,Actually,shíjìshàng
1072,感受,Feel,gǎnshòu
1073,身份,identity,shēnfèn
1074,意外,Accident,yìwài
1075,一般,generally,yībān
1076,吓,scare,xià
1077,停下,Stop,tíngxià
1078,意义,significance,yìyì
1079,拜,bye,bài
1080,来看,Come to see,láikàn
1081,婊子,Scorpion,biǎozi
1082,梦,dream,mèng
1083,学习,learn,xuéxí
1084,同时,at the same time,tóngshí
1085,不起,Catch up,buqǐ
1086,呼吸,breathe,hūxī
1087,是从,From,shìcóng
1088,经历,experience,jīnglì
1089,凶手,murderer,xiōngshǒu
1090,目前,Currently,mùqián
1091,威胁,threaten,wēixié
1092,没法,Can't,méifǎ
1093,有时候,sometimes,yǒushíhou
1094,英国,UK,yīngguó
1095,男,male,nán
1096,什么样,What,shénmeyàng
1097,老大,Boss,lǎodà
1098,受,by,shòu
1099,愚蠢,madness,yúchǔn
1100,算了,never mind,suànle
1101,真实,reality,zhēnshí
1102,婚礼,wedding,hūnlǐ
1103,在家,at home,zàijiā
1104,允许,allow,yǔnxǔ
1105,军队,army,jūnduì
1106,电视,television,diànshì
1107,一家,A family,yījiā
1108,灵魂,soul,línghún
1109,谢,Thanks,xiè
1110,如,like,rú
1111,道,road,dào
1112,究竟,after all,jiūjìng
1113,戴,Wear,dài
1114,无论,regardless,wúlùn
1115,谋杀,murder,móushā
1116,立刻,immediately,lìkè
1117,特,special,tè
1118,躺,lie,tǎng
1119,试图,attempt,shìtú
1120,客气,polite,kèqi
1121,文件,document,wénjiàn
1122,敢,dare,gǎn
1123,慢慢,Slowly,mànmàn
1124,ﻴ,Baux,ﻴ
1125,前面,Front,qiánmiàn
1126,奶奶,grandmother,nǎinai
1127,黑,black,hēi
1128,答案,Answer,dáàn
1129,棒,Great,bàng
1130,新闻,news,xīnwén
1131,多谢,Thank you,duōxiè
1132,可不,No,kěbu
1133,ぐ,Bamboo,ぐ
1134,長,long,cháng
1135,欠,owe,qiàn
1136,一遍,Over again,yībiàn
1137,达,Reach,dá
1138,权利,right,quánlì
1139,做出,Make,zuòchū
1140,历史,history,lìshǐ
1141,挂,hang,guà
1142,好了吗,Ok,hǎoliǎoma
1143,意识,consciousness,yìshí
1144,追,Chase,zhuī
1145,下午,afternoon,xiàwǔ
1146,尝试,try,chángshì
1147,乔治,George,qiáozhì
1148,经过,go through,jīngguò
1149,获得,get,huòdé
1150,仍,still,réng
1151,饿,hunger,è
1152,ﺃ,Bamboo,ﺃ
1153,部分,part,bùfen
1154,活,live,huó
1155,當然,Of course,dāngrán
1156,队,team,duì
1157,带走,take away,dàizǒu
1158,竟然,it turns out,jìngrán
1159,ﺮ,Odd,ﺮ
1160,失败,Fail,shībài
1161,一生,lifetime,yīshēng
1162,黑暗,dark,hēiàn
1163,中心,center,zhōngxīn
1164,麦克,Mike,màikè
1165,警告,warn,jǐnggào
1166,大哥,Big brother,dàgē
1167,显然,Obvious,xiǎnrán
1168,碞,cliff,yán
1169,根据,according to,gēnjù
1170,动,move,dòng
1171,不過,but,bùguò
1172,自杀,suicide,zìshā
1173,这事,This issue,zhè shì
1174,训练,train,xùnliàn
1175,万,ten thousand,wàn
1176,令人,People,lìngrén
1177,ﻣ,م,ﻣ
1178,难,difficult,nán
1179,街,Street,jiē
1180,越,cross,yuè
1181,搬,move,bān
1182,好人,Good man,hǎorén
1183,少,few,shǎo
1184,迟到,be late,chídào
1185,恐怕,I am afraid,kǒngpà
1186,一杯,A cup,yībēi
1187,病,sick,bìng
1188,没用,Useless,méiyòng
1189,讨论,discuss,tǎolùn
1190,爆炸,explode,bàozhà
1191,因,because,yīn
1192,美好,good,měihǎo
1193,放心,rest assured,fàngxīn
1194,长大,grow up,zhǎngdà
1195,微软,Microsoft,wēiruǎn
1196,令,make,lìng
1197,没人,no one,méi rén
1198,辛苦,Hard,xīnkǔ
1199,尽管,although,jǐnguǎn
1200,美元,Dollar,měiyuán
1201,吻,kiss,wěn
1202,收拾,tidy,shōushi
1203,包括,include,bāokuò
1204,弗兰克,Frank,fúlánkè
1205,面对,face,miànduì
1206,跟我来,follow me,gēnwǒlái
1207,公寓,apartment,gōngyù
1208,雅黑,Elegant black,yǎhēi
1209,邀请,invite,yāoqǐng
1210,求求,please,qiúqiu
1211,生日,Birthday,shēngrì
1212,留,Keep,liú
1213,法官,Judge,fǎguān
1214,方向,direction,fāngxiàng
1215,一块,piece,yīkuài
1216,法国,France,fǎguó
1217,一半,half,yībàn
1218,借,borrow,jiè
1219,确认,confirm,quèrèn
1220,玩笑,joke,wánxiào
1221,躲,hide,duǒ
1222,金,gold,jīn
1223,病人,patient,bìngrén
1224,目的,Purpose,mùdì
1225,公主,Princess,gōngzhǔ
1226,一会,a while,yīhuì
1227,我刚,I just,wǒgāng
1228,最终,finally,zuìzhōng
1229,士兵,Soldier,shìbīng
1230,怎,How,zěn
1231,其它,other,qítā
1232,反对,be opposed to,fǎnduì
1233,傻瓜,fool,shǎguā
1234,晚,Night,wǎn
1235,拿走,Take away,názǒu
1236,那家伙,that guy,nàjiāhuǒ
1237,对方,other side,duìfāng
1238,警方,police,jǐngfāng
1239,假,Fake,jià
1240,次,Second-rate,cì
1241,不介意,do not mind,bujièyì
1242,赶快,hurry up,gǎnkuài
1243,失望,Disappointed,shīwàng
1244,无,none,wú
1245,出生,born,chūshēng
1246,酒店,hotel,jiǔdiàn
1247,德国,Germany,déguó
1248,上班,work,shàngbān
1249,覺得,feel,juéde
1250,要说,Have to say,yàoshuō
1251,造成,cause,zàochéng
1252,破坏,destroy,pòhuài
1253,到达,arrive,dàodá
1254,间,between,jiān
1255,巴黎,Paris,bālí
1256,药,medicine,yào
1257,不见,not see,bùjiàn
1258,冷,cold,lěng
1259,男朋友,Boy friend,nánpéngyou
1260,想起,Remember,xiǎngqǐ
1261,老公,husband,lǎogong
1262,教堂,church,jiàotáng
1263,起來,stand up,qǐlai
1264,做好,Do well,zuòhǎo
1265,盾,shield,dùn
1266,就行了,Take it,jiùxíngliǎo
1267,拯救,save,zhěngjiù
1268,祝,wish,zhù
1269,字,Character,zì
1270,媽媽,mother,māma
1271,一句,A sentence,yījù
1272,幹,Do,gàn
1273,子弹,bullet,zǐtán
1274,节目,programme,jiémù
1275,飞,fly,fēi
1276,玛丽,Mary,mǎlì
1277,方面,aspect,fāngmiàn
1278,不敢相信,unbelievable,bugǎnxiāngxìn
1279,安娜,Anna,ānnà
1280,晚餐,dinner,wǎncān
1281,不让,Do not let,bùràng
1282,越来越,Get more and more,yuèláiyuè
1283,巨大,huge,jùdà
1284,很漂亮,very beautiful,hěnpiāoliàng
1285,伦敦,London,lúndūn
1286,啤酒,beer,píjiǔ
1287,好看,nice,hǎokàn
1288,感情,emotion,gǎnqíng
1289,自然,nature,zìrán
1290,汤姆,Tom,tāngmǔ
1291,一把,One,yībǎ
1292,一步,step,yībù
1293,逮捕,arrest,dàibǔ
1294,超过,Exceed,chāoguò
1295,時,Time,shí
1296,赶紧,Hurry,gǎnjǐn
1297,炸弹,bomb,zhàdàn
1298,全,Complete,quán
1299,将会,will,jiānghuì
1300,主人,Owner,zhǔrén
1301,可惜,pity,kěxī
1302,算是,Be,suànshì
1303,上校,Colonel,shàngxiào
1304,家族,family,jiāzú
1305,猫,cat,māo
1306,哥们,Buddy,gēmen
1307,恶心,Nausea,èxīn
1308,陛下,His Majesty,bìxià
1309,从未,Never,cóngwèi
1310,球,ball,qiú
1311,彼得,Peter,bǐdé
1312,通常,usually,tōngcháng
1313,名,name,míng
1314,只会,Only,zhīhuì
1315,撒谎,lie,sāhuǎng
1316,兴趣,interest,xìngqù
1317,旅行,travel,lǚxíng
1318,吹,blow,chuī
1319,雷,Thunder,léi
1320,没想到,did not expect,méixiǎngdào
1321,比如,for example,bǐrú
1322,人民,people,rénmín
1323,穿着,Wear,chuānzhuó
1324,干净,clean,gānjìng
1325,不少,Many,bùshǎo
1326,回事,Incident,huíshì
1327,提,carry,dī
1328,滚,roll,gǔn
1329,克,gram,kè
1330,用来,Use,yònglái
1331,队长,team leader,duìzhǎng
1332,公平,fair,gōngpíng
1333,愉快,joy,yúkuài
1334,不幸,Unlucky,bùxìng
1335,ﻳ,Baux,ﻳ
1336,选,select,xuǎn
1337,好不好,OK,hǎobuhǎo
1338,电脑,computer,diànnǎo
1339,火车,train,huǒchē
1340,有意思,interesting,yǒuyìsi
1341,乔,Joe,qiáo
1342,抱,hug,bào
1343,干得,Do well,gānde
1344,说得对,Yes,shuōdeduì
1345,ﻧ,ن,ﻧ
1346,ﺪ,®,ﺪ
1347,爱情,love,àiqíng
1348,还给,Also give,huángěi
1349,加,add,jiā
1350,校对,Proofreading,jiàoduì
1351,一边,One side,yībiān
1352,宇宙,universe,yǔzhòu
1353,请问,Excuse me,qǐngwèn
1354,一點,a little,yīdiǎn
1355,死去,Dead,sǐqù
1356,心情,Feeling,xīnqíng
1357,撞,Collide,zhuàng
1358,明显,obvious,míngxiǎn
1359,不敢,Not dare,bùgǎn
1360,找个,Find a,zhǎoge
1361,现场,on site,xiànchǎng
1362,一部分,Part,yībùfen
1363,ﻨ,ن,ﻨ
1364,失踪,Missing,shīzōng
1365,未,not yet,wèi
1366,毁,destroy,huǐ
1367,垃圾,Rubbish,lājī
1368,十分,very,shífēn
1369,愛,Love,ài
1370,相当,quite,xiāngdāng
1371,の,Ration,の
1372,這兒,here,zhèr
1373,鱼,fish,yú
1374,接着,then,jiēzhe
1375,不可,Cannot,bùkě
1376,同,same,tóng
1377,健康,healthy,jiànkāng
1378,提醒,remind,tíxǐng
1379,包,Bag,bāo
1380,测试,test,cèshì
1381,随时,at any time,suíshí
1382,事儿,thing,shìr
1383,遗憾,Pity,yíhàn
1384,犯罪,crime,fànzuì
1385,治疗,treat,zhìliáo
1386,狗屎,Shit,gǒushǐ
1387,這種,This,zhèzhǒng
1388,命,Life,mìng
1389,太阳,Sun,tàiyáng
1390,你别,Don't,nǐbié
1391,习惯,Habit,xíguàn
1392,大卫,David,dàwèi
1393,怪物,monster,guàiwù
1394,靠近,near,kàojìn
1395,反应,reaction,fǎnyìng
1396,某个,Some,mǒuge
1397,意见,opinion,yìjiàn
1398,蛋糕,cake,dàngāo
1399,时刻,time,shíkè
1400,于是,then,yúshì
1401,床上,Bed,chuángshàng
1402,责任,responsibility,zérèn
1403,充满,full,chōngmǎn
1404,热,hot,rè
1405,多年,for many years,duōnián
1406,楷体,Norm,kǎitǐ
1407,亨利,Henry,hēnglì
1408,心里,In the heart,xīnli
1409,说谎,lie,shuōhuǎng
1410,自,since,zì
1411,见鬼,Gain,jiànguǐ
1412,份,share,fèn
1413,干吗,Do you do it?,gànmá
1414,脚,foot,jiǎo
1415,祈祷,pray,qídǎo
1416,疯子,madman,fēngzi
1417,差点,Almost,chàdiǎn
1418,我该,I should,wǒgāi
1419,好极了,great,hǎojíliǎo
1420,说真的,seriously,shuōzhēnde
1421,ﻮ,Ing,ﻮ
1422,活动,Activity,huódòng
1423,块,piece,kuài
1424,对付,Deal with,duìfu
1425,命运,destiny,mìngyùn
1426,醫生,Doctor,yīshēng
1427,查,check,chá
1428,罗马,Rome,luómǎ
1429,發生,occur,fāshēng
1430,同志,Comrade,tóngzhì
1431,臭,Smelly,chòu
1432,必須,must,bìxū
1433,照,According to,zhào
1434,服务,Serve,fúwù
1435,糟,Worse,zāo
1436,尊重,respect,zūnzhòng
1437,关闭,closure,guānbì
1438,準備,Prepare,zhǔnbèi
1439,期待,expect,qīdài
1440,号码,Number,hàomǎ
1441,资料,material,zīliào
1442,て,て,て
1443,机器,machine,jīqì
1444,读,read,dú
1445,盯,stare,dīng
1446,关,close,guān
1447,办,manage,bàn
1448,天使,Angel,tiānshǐ
1449,去过,Go,qùguò
1450,难过,sad,nánguò
1451,快點,hurry up,kuàidiǎn
1452,记忆,memory,jìyì
1453,女士们,Ladies,n3shìmen
1454,過來,come over,guòlái
1455,线索,clue,xiànsuǒ
1456,正好,Just,zhènghǎo
1457,秒,second,miǎo
1458,表示,Express,biǎoshì
1459,脑袋,Head,nǎodài
1460,爷爷,grandfather,yéye
1461,探员,Probing,tànyuán
1462,移动,move,yídòng
1463,错过,miss,cuòguò
1464,旁边,beside,pángbiān
1465,留下来,stay,liúxiàlái
1466,彼此,each other,bǐcǐ
1467,社会,society,shèhuì
1468,好事,Good thing,hàoshì
1469,跟踪,track,gēnzōng
1470,唔,Well,wú
1471,尼克,Nick,níkè
1472,疼,pain,téng
1473,弧,arc,hú
1474,及,and,jí
1475,不断,Constantly,bùduàn
1476,た,Precursively,た
1477,私人,private,sīrén
1478,嘴,mouth,zuǐ
1479,上床,Go on bed,shàngchuáng
1480,好玩,Fun,hàowán
1481,神父,Priest,shénfu
1482,周围,around,zhōuwéi
1483,就让,Let,jiùràng
1484,自从,since,zìcóng
1485,叫做,Be called,jiàozuò
1486,主要,main,zhǔyào
1487,这场,This,zhècháng
1488,创造,create,chuàngzào
1489,无聊,Boring,wúliáo
1490,作品,work,zuòpǐn
1491,制作,Make,zhìzuò
1492,干杯,cheers,gānbēi
1493,保罗,Paul,bǎoluó
1494,装,Pack,zhuāng
1495,第二,second,dìèr
1496,四个,Four,sìge
1497,法庭,court,fǎtíng
1498,设计,design,shèjì
1499,干掉,Do it off,gàndiào
1500,稱,say,chēng
1501,这点,this point,zhèdiǎn
1502,压力,pressure,yālì
1503,轻松,easy,qīngsōng
1504,哥,elder brother,gē
1505,上车,boarding,shàngchē
1506,说明,instruction,shuōmíng
1507,谈论,talk,tánlùn
1508,與,and,yǔ
1509,超级,super,chāojí
1510,停下来,stop,tíngxiàlái
1511,抢,grab,qiǎng
1512,区,Area,qū
1513,要么,Either,yàome
1514,两,two,liǎng
1515,速度,speed,sùdù
1516,有钱,rich,yǒuqián
1517,确保,make sure,quèbǎo
1518,詹姆斯,James,zhānmǔsī
1519,手上,Hand on your hand,shǒushàng
1520,周末,weekend,zhōumò
1521,没见,Gone,méi jiàn
1522,警长,Chief,jǐngzhǎng
1523,袭击,Attack,xíjī
1524,感覺,Feel,gǎnjué
1525,主,host,zhǔ
1526,刀,Knife,dāo
1527,咬,bite,yǎo
1528,上来,Come up,shànglái
1529,尤其,especially,yóuqí
1530,你家,your home,nǐjiā
1531,船长,captain,chuánzhǎng
1532,浪费,waste,làngfèi
1533,怎麼樣,How about it,zěnmeyàng
1534,怀孕,Pregnant,huáiyùn
1535,婚姻,marriage,hūnyīn
1536,副,vice,fù
1537,信号,Signal,xìnhào
1538,天堂,Heaven,tiāntáng
1539,恐怖,fear,kǒngbù
1540,角色,Role,juésè
1541,心脏,heart,xīnzàng
1542,恐惧,fear,kǒngjù
1543,赚,earn,zhuàn
1544,很难,Very difficult,hěnnán
1545,去世,Die,qùshì
1546,性感,Sexy,xìnggǎn
1547,记者,reporter,jìzhě
1548,笵,bamboo mold,fàn
1549,離開,Leave,líkāi
1550,嘘,Hiss,xū
1551,客户,customer,kèhù
1552,由于,because,yóuyú
1553,庆祝,celebrate,qìngzhù
1554,嫁给,Marry,jiàgěi
1555,总之,In short,zǒngzhī
1556,惊喜,surprise,jīngxǐ
1557,土地,land,tǔdì
1558,更加,more,gèngjiā
1559,四,Four,sì
1560,出來,come out,chūlái
1561,安,install,ān
1562,处,Place,chù
1563,会议,Meeting,huìyì
1564,女性,female,nǚxìng
1565,技术,Technology,jìshù
1566,送到,Deliver,sòngdào
1567,年轻人,young people,niánqīngrén
1568,官,official,guān
1569,地址,address,dìzhǐ
1570,困难,difficulty,kùnnán
1571,惹,provoke,rě
1572,件,Piece,jiàn
1573,在乎,care,zàihu
1574,和平,Peace,hépíng
1575,制造,manufacture,zhìzào
1576,离婚,divorce,líhūn
1577,認為,think,rènwéi
1578,那好,Well,nàhǎo
1579,似的,Like,shìde
1580,非常感谢,Thank you so much,fēichánggǎnxiè
1581,同学,classmate,tóngxué
1582,请求,ask,qǐngqiú
1583,看不到,can not see,kànbudào
1584,常,often,cháng
1585,动作,action,dòngzuò
1586,不停,Keep,bùtíng
1587,今年,This year,jīnnián
1588,歌,Song,gē
1589,演出,show,yǎnchū
1590,参与,participate,cānyù
1591,艾,Ai,ài
1592,逃跑,Escape,táopǎo
1593,一点点,a little bit,yīdiǎndiǎn
1594,香港,Hongkong,xiānggǎng
1595,汽车,car,qìchē
1596,杀手,Killer,shāshǒu
1597,提到,Mention,tídào
1598,兴奋,excited,xīngfèn
1599,丹尼,Danny,dānní
1600,剩,Remain,shèng
1601,毒品,poison,dúpǐn
1602,史,history,shǐ
1603,踢,Kick,tī
1604,分手,separate,fēnshǒu
1605,问问,Ask,wènwèn
1606,做爱,Make love,zuòài
1607,马克,mark,mǎkè
1608,一群,group,yīqún
1609,好处,benefit,hǎochu
1610,宝宝,Baby,bǎobǎo
1611,森林,Forest,sēnlín
1612,赢得,win,yíngdé
1613,生存,Survive,shēngcún
1614,厕所,toilet,cèsuǒ
1615,な,な,な
1616,荣幸,Pleasure,róngxìng
1617,报警,Call the police,bàojǐng
1618,地上,Ground,dìshang
1619,送给,Give,sònggěi
1620,喝一杯,have a drink,hèyībēi
1621,世上,In the world,shìshàng
1622,想念,miss,xiǎngniàn
1623,这会,this will,zhèhuì
1624,大约,About,dàyuē
1625,可恶,hateful,kěwù
1626,合适,Suitable,héshì
1627,普通,ordinary,pǔtōng
1628,天才,genius,tiāncái
1629,生物,biology,shēngwù
1630,之中,In,zhīzhōng
1631,肉,Meat,ròu
1632,妓女,prostitute,jìnǚ
1633,尽快,ASAP,jìnkuài
1634,报纸,newspaper,bàozhǐ
1635,俱乐部,club,jùlèbù
1636,提出,propose,tíchū
1637,正式,formal,zhèngshì
1638,洗,wash,xǐ
1639,政治,politics,zhèngzhì
1640,从不,Never,cóngbù
1641,一辈子,lifetime,yībèizi
1642,取消,Cancel,qǔxiāo
1643,两年,Two years,liǎngnián
1644,监视,Monitor,jiānshì
1645,产生,produce,chǎnshēng
1646,犹太人,Jewish,yóutàirén
1647,玩意,Put in,wányì
1648,班,class,bān
1649,搞砸,Engage in,gǎozá
1650,只不过,only,zhǐbuguò
1651,显示,show,xiǎnshì
1652,价值,value,jiàzhí
1653,带到,Bring to,dàidào
1654,吉姆,Jim,jímǔ
1655,恶魔,demon,èmó
1656,一周,A week,yīzhōu
1657,状况,situation,zhuàngkuàng
1658,那位,That bit,nàwèi
1659,辦,manage,bàn
1660,作,do,zuò
1661,建立,Establish,jiànlì
1662,山姆,Sam,shānmǔ
1663,高中,high school,gāozhòng
1664,娶,Marry,qǔ
1665,ﻲ,Baux,ﻲ
1666,说实话,to be honest,shuōshíhuà
1667,去年,last year,qùnián
1668,厨房,kitchen,chúfáng
1669,特殊,special,tèshū
1670,黑人,Black person,hēirén
1671,邪恶,evil,xiéè
1672,勇敢,Brave,yǒnggǎn
1673,不算,Not,busuàn
1674,石头,Stone,shítou
1675,等到,wait until,děngdào
1676,假装,pretend,jiǎzhuāng
1677,运动,sports,yùndòng
1678,介意,mind,jièyì
1679,转,change,zhuǎn
1680,兩個,two,liǎnggè
1681,手下,Underwent,shǒuxià
1682,两天,Two days,liǎngtiān
1683,摆,put,bǎi
1684,印度,India,yìndù
1685,耶稣,Jesus,yēsū
1686,手指,finger,shǒuzhǐ
1687,思考,think,sīkǎo
1688,累,tired,lèi
1689,沒錯,Be right,méicuò
1690,机场,Airport,jīchǎng
1691,茶,Tea,chá
1692,地点,Place,dìdiǎn
1693,恢复,recover,huīfù
1694,夜晚,night,yèwǎn
1695,帽子,hat,màozi
1696,执行,implement,zhíxíng
1697,比尔,Bill,bǐěr
1698,输,lose,shū
1699,时代,era,shídài
1700,状态,state,zhuàngtài
1701,餐厅,Dinning room,cāntīng
1702,人会,People will,rénhuì
1703,ﻠ,ل,ﻠ
1704,呵呵,hehe,hēhē
1705,ﺘ,ت,ﺘ
1706,意大利,Italy,yìdàlì
1707,犯,Criminal,fàn
1708,背叛,betray,bèipàn
1709,魔鬼,Devil,móguǐ
1710,情报,intelligence,qíngbào
1711,人员,personnel,rényuán
1712,专家,expert,zhuānjiā
1713,那樣,Then,nàyàng
1714,了不起,amazing,liǎobuqǐ
1715,店,shop,diàn
1716,不怕,Not afraid,bùpà
1717,骄傲,pride,jiāoào
1718,哎呀,Oops,āiyā
1719,差,Difference,chāi
1720,唱歌,Sing,chànggē
1721,学,learn,xué
1722,站住,stop,zhànzhù
1723,眔,Bamboo,眔
1724,之类,such as,zhīlèi
1725,满足,satisfy,mǎnzú
1726,所说,Said,suǒshuō
1727,吉米,Jimmy,jímǐ
1728,も,Bamboo,も
1729,停车,parking,tíngchē
1730,现实,Reality,xiànshí
1731,牺牲,sacrifice,xīshēng
1732,胜利,victory,shènglì
1733,好消息,good news,hǎoxiāoxí
1734,见过,See,jiànguò
1735,条,strip,tiáo
1736,引起,cause,yǐnqǐ
1737,醒来,wake up,xǐnglái
1738,猪,pig,zhū
1739,一辆,One,yīliàng
1740,下车,get off,xiàchē
1741,不许,Not allow,bùxǔ
1742,颜色,color,yánsè
1743,有用,it works,yǒuyòng
1744,暂时,temporary,zànshí
1745,投票,vote,tóupiào
1746,证人,witness,zhèngrén
1747,想像,imagine,xiǎngxiàng
1748,鸟,bird,niǎo
1749,全世界,worldwide,quánshìjiè
1750,買,Buy,mǎi
1751,迈克,Mike,màikè
1752,拍摄,Shoot,pāishè
1753,冒险,adventure,màoxiǎn
1754,部队,force,bùduì
1755,王子,Prince,wángzǐ
1756,ﻫ,Bamboo,ﻫ
1757,发展,developing,fāzhǎn
1758,顺利,smoothly,shùnlì
1759,甜心,sweetheart,tiánxīn
1760,谈话,conversation,tánhuà
1761,開,open,kāi
